cluster	org_name	org_node	org_lat	org_long	org_inc	hosp_name	hosp_node	hosp_lat	hosp_long	hosp_inc	hosp_bed	subject1	subject2	subject3	subject4	subject5	subject1_count	subject2_count	subject3_count	subject4_count	subject5_count	subject1_cost	subject2_cost	subject3_cost	subject4_cost	subject5_cost	FIPS	n1	n2	county
cluster_0_0_0_3_12_20_131_236_1292	'Yale University'@en	Q49112	41.311111111111	-72.926666666667	1701.0	'Smilow Cancer Hospital'@en	Q50037095	41.304278	-72.935676	2009.0	657.8843930635838	'Campylobacter'@en	'Legionella pneumophila'@en	'West Nile virus'@en	'Yersinia pestis'@en	'antibody'@en	1785.0	1785.0	1785.0	1785.0	1785.0	601515795.0	601515795.0	601515795.0	601515795.0	601515795.0	8045.0	0.9971	0.51	Huerfano County
cluster_0_0_2_2_11_18_25_38_61	'University of Pennsylvania'@en	Q49117	39.953885	-75.193048	1740.0	'Hospital of the University of Pennsylvania'@en	Q5908783	39.95	-75.1936	1874.0	776.0	'phaeochromocytoma'@en	'genome-wide association study'@en	'haematopoiesis'@en	'susceptibility locus'@en	'patient'@en	1780.0	1602.0	1440.0	1246.0	1068.0	522259120.0	470033208.0	584848800.0	365581384.0	313355472.0	8047.0	0.8768	0.436	Jackson County
cluster_0_0_2_2_11_18_25_38_250	'University of Chicago'@en	Q131252	41.789722222222	-87.599722222222	1890.0	'University of Chicago Medical Center'@en	Q7895258	41.78952778	-87.60447222	1898.0	811.0	'ovarian cancer'@en	'Nigeria'@en	'imputation'@en	'microRNA'@en	'transcriptome'@en	1776.0	1665.0	1376.0	1376.0	1290.0	998396160.0	935996400.0	643448640.0	643448640.0	263368980.0	8049.0	0.8474	0.482	Jefferson County
cluster_0_1_1_12_27_61_92_148_513	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'biomarker'@en	'structural biology'@en	'electronic health records'@en	'bioluminescence'@en	'carbon nanotube'@en	1760.0	1665.0	1408.0	1400.0	1400.0	1501084640.0	3454338870.0	1200867712.0	550498180.0	550498180.0	8051.0	0.9058	0.522	Kiowa County
cluster_0_1_1_12_27_47_75_119_450	'University of North Carolina at Chapel Hill'@en	Q192334	35.908611111111	-79.049166666667	1789.0	'Dorothea Dix Hospital'@en	Q5298239	35.769	-78.6553		657.8843930635838	'colorectal cancer'@en	'adenocarcinoma'@en	'autism'@en	'cell line'@en	'genome-wide association study'@en	1740.0	1160.0	1160.0	1160.0	1160.0	1121015280.0	747343520.0	747343520.0	747343520.0	747343520.0	8053.0	0.8341	0.106	Kit Carson County
cluster_0_1_1_12_27_47_75_119_450	'Vanderbilt University School of Medicine'@en	Q7914466	36.144	-86.801	1875.0	'Dorothea Dix Hospital'@en	Q5298239	35.769	-78.6553		657.8843930635838	'colorectal cancer'@en	'adenocarcinoma'@en	'autism'@en	'cell line'@en	'genome-wide association study'@en	1740.0	1160.0	1160.0	1160.0	1160.0	1121015280.0	747343520.0	747343520.0	747343520.0	747343520.0	8055.0	0.7149	0.178	Lake County
cluster_0_0_0_3_12_19_26_187_702	'University of California, Berkeley'@en	Q168756	37.87	-122.259	1868.0	'Huntington Hospital'@en	Q5945374	34.1345	-118.153	1892.0	625.0	'single cell transcriptomics'@en	'transcriptome'@en	'structural biology'@en	'fallopian tube'@en	'bioluminescence'@en	1719.0	1719.0	1665.0	1512.0	1400.0	13658094036.0	13658094036.0	3454338870.0	1644518904.0	550498180.0	8057.0	0.8556	0.102	La Plata County
cluster_0_0_0_3_12_19_26_65_813	'Massachusetts Institute of Technology'@en	Q49108	42.35982	-71.09211	1861.0	'Cambridge Health Alliance'@en	Q5025432	42.3748	-71.1048	1996.0	657.8843930635838	'Huntington disease'@en	'RNA sequencing'@en	'Saccharomyces cerevisiae'@en	'Synuclein'@en	'amyotrophic lateral sclerosis'@en	1712.0	1712.0	1712.0	1712.0	1712.0	867009032.0	867009032.0	867009032.0	867009032.0	867009032.0	8059.0	0.9955	0.67	Larimer County
cluster_0_0_0_3_12_19_26_39_990	'University of California, Berkeley'@en	Q168756	37.87	-122.259	1868.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'structural biology'@en	'fallopian tube'@en	'bioluminescence'@en	'carbon nanotube'@en	'cycloaddition'@en	1665.0	1512.0	1400.0	1400.0	1400.0	3454338870.0	1644518904.0	550498180.0	550498180.0	550498180.0	8061.0	0.5512	0.04	Las Animas County
cluster_0_0_0_3_12_19_26_39_990	'Yale University'@en	Q49112	41.311111111111	-72.926666666667	1701.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'structural biology'@en	'Dicer 1, ribonuclease III'@en	'Eukaryotic translation initiation factor 3 subunit A'@en	'SARS-CoV-2'@en	'TARBP2 subunit of RISC loading complex'@en	1665.0	1332.0	1332.0	1332.0	1332.0	3454338870.0	2763471096.0	2763471096.0	2763471096.0	2763471096.0	8063.0	0.9779	0.21	Lincoln County
cluster_0_0_0_3_12_19_26_39_990	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'structural biology'@en	'electronic health records'@en	'bioluminescence'@en	'carbon nanotube'@en	'cycloaddition'@en	1665.0	1408.0	1400.0	1400.0	1400.0	3454338870.0	1200867712.0	550498180.0	550498180.0	550498180.0	8065.0	0.9204	0.368	Logan County
cluster_0_1_1_12_29_50_69_245_956	'Vanderbilt University'@en	Q29052	36.148649	-86.804972	1873.0	'Children’s Hospital at TriStar Centennial'@en	Q50037130	36.153508	-86.807237		657.8843930635838	'chemotherapy'@en	'cytotoxicity'@en	'dopamine'@en	'hydrogel'@en	'informed consent'@en	1656.0	1656.0	1656.0	1656.0	1656.0	1153473267.0	1153473267.0	1153473267.0	1153473267.0	1153473267.0	8067.0	0.9798	0.409	Mesa County
cluster_0_0_0_0_0_0_0_6_93	'Massachusetts Institute of Technology'@en	Q49108	42.35982	-71.09211	1861.0	'Cambridge Health Alliance'@en	Q5025432	42.3748	-71.1048	1996.0	657.8843930635838	'Rett syndrome'@en	'Synuclein'@en	'Human Induced Pluripotent Stem Cells'@en	'autophagy'@en	'patient'@en	1620.0	1620.0	1296.0	1296.0	1296.0	2515675320.0	2515675320.0	2012540256.0	2012540256.0	2012540256.0	8069.0	0.9387	0.689	Mineral County
cluster_0_0_2_1_19_40_52_84_613	'University of Michigan'@en	Q230492	42.276944444444	-83.738055555556	1817.0	'VA Center for Clinical Management Research'@en	Q56583052	42.282952	-83.745245		657.8843930635838	'sepsis'@en	'demographics'@en	'disability'@en	'spouse'@en	'hydrophobicity'@en	1617.0	1386.0	1386.0	1386.0	1170.0	2660917413.0	2280786354.0	2280786354.0	2280786354.0	394236756.0	8071.0	0.7158	0.494	Moffat County
cluster_0_1_3_11_25_81_164_378_1484	'Stanford University'@en	Q41506	37.4282293	-122.1688576	1891.0	'Stanford University Medical Center'@en	Q7598810	37.434	-122.175	1959.0	613.0	'database'@en	'genome-wide association study'@en	'machine learning'@en	'text mining'@en	'DNA damage'@en	1568.0	1568.0	1568.0	1568.0	1551.0	1357683200.0	1357683200.0	1357683200.0	1357683200.0	765953718.0	8073.0	0.552	0.326	Montezuma County
cluster_0_0_0_5_15_24_137_278_643	'Vanderbilt University'@en	Q29052	36.148649	-86.804972	1873.0	'Children’s Hospital at TriStar Centennial'@en	Q50037130	36.153508	-86.807237		657.8843930635838	'Chikungunya virus'@en	'epidemiology'@en	'genomics'@en	'glycosylation'@en	'immunology'@en	1568.0	1568.0	1568.0	1568.0	1568.0	308935832.0	308935832.0	308935832.0	308935832.0	308935832.0	8075.0	0.9275	0.528	Montrose County
cluster_0_1_1_12_27_61_92_148_513	'Stanford University'@en	Q41506	37.4282293	-122.1688576	1891.0	'Stanford University Medical Center'@en	Q7598810	37.434	-122.175	1959.0	613.0	'DNA damage'@en	'bioluminescence'@en	'carbon nanotube'@en	'cycloaddition'@en	'glycobiology'@en	1551.0	1400.0	1400.0	1400.0	1400.0	765953718.0	550498180.0	550498180.0	550498180.0	550498180.0	8077.0	0.9662	0.625	Morgan County
cluster_0_0_0_8_10_30_83_272_1287	'Broad Institute'@en	Q4971893	42.3679	-71.087		'Massachusetts General Hospital'@en	Q126412	42.362805555556	-71.068630555556	1811.0	1034.0	'microfluidics'@en	'corpus striatum'@en	'database'@en	'information system'@en	'multiple sclerosis'@en	1521.0	1200.0	1200.0	1200.0	1200.0	1469301300.0	855940148.0	855940148.0	855940148.0	855940148.0	8079.0	0.8921	0.551	Otero County
cluster_0_1_4_7_9_16_129_368_1416	'University of California, Berkeley'@en	Q168756	37.87	-122.259	1868.0	'Children\'s Hospital Oakland'@en	Q5098123	37.8375	-122.267	1912.0	191.0	'fallopian tube'@en	'bioluminescence'@en	'carbon nanotube'@en	'cycloaddition'@en	'glycobiology'@en	1512.0	1400.0	1400.0	1400.0	1400.0	1644518904.0	550498180.0	550498180.0	550498180.0	550498180.0	8081.0	0.9484	0.618	Ouray County
cluster_0_1_3_4_5_7_8_11_17	'Queen Mary University of London'@en	Q195668	51.5240671	-0.0403745	1882.0	'Mile End Hospital'@en	Q6851069	51.52475	-0.043041666666667	1859.0	657.8843930635838	'ontology'@en	'database'@en	'data sharing'@en	'knockout mouse'@en	'Danio rerio'@en	1500.0	1250.0	750.0	750.0	250.0	1143340500.0	952783750.0	571670250.0	571670250.0	190556750.0	8083.0	0.8434	0.264	Park County
cluster_0_1_1_12_29_50_69_112_205	'Massachusetts General Hospital'@en	Q126412	42.362805555556	-71.068630555556	1811.0	'Massachusetts General Hospital'@en	Q126412	42.362805555556	-71.068630555556	1811.0	1034.0	'radiation therapy'@en	'Innate immunity activator'@en	'biobank'@en	'collaboration'@en	'congenital disorder'@en	1456.0	1260.0	1260.0	1260.0	1260.0	955178224.0	1007921284.0	1007921284.0	1007921284.0	1007921284.0	8085.0	0.9456	0.691	Phillips County
cluster_0_0_0_3_3_44_58_94_812	'Columbia University'@en	Q49088	40.8075	-73.961944444444	1754.0	'Bloomingdale Insane Asylum'@en	Q4928315	40.8086	-73.9614	1821.0	657.8843930635838	'Australia'@en	'COVID-19'@en	'Ebola virus'@en	'transcriptome'@en	'SARS-CoV-2'@en	1450.0	1450.0	1450.0	1290.0	1160.0	1111639600.0	1111639600.0	1111639600.0	263368980.0	889311680.0	8087.0	0.8946	0.595	Pitkin County
cluster_0_0_0_8_10_30_83_272_622	'University of Pennsylvania'@en	Q49117	39.953885	-75.193048	1740.0	'VA Center for Clinical Management Research'@en	Q56583052	42.282952	-83.745245		657.8843930635838	'haematopoiesis'@en	'susceptibility locus'@en	'patient'@en	'cell biology'@en	'cell line'@en	1440.0	1246.0	1068.0	960.0	890.0	584848800.0	365581384.0	313355472.0	389899200.0	261129560.0	8089.0	0.8535	0.63	Prowers County
cluster_0_1_1_12_27_61_92_148_513	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'electronic health records'@en	'bioluminescence'@en	'carbon nanotube'@en	'cycloaddition'@en	'glycobiology'@en	1408.0	1400.0	1400.0	1400.0	1400.0	1200867712.0	550498180.0	550498180.0	550498180.0	550498180.0	8091.0	0.9653	0.205	Pueblo County
cluster_0_0_0_3_3_5_5_5_115	'University of California, Berkeley'@en	Q168756	37.87	-122.259	1868.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'bioluminescence'@en	'carbon nanotube'@en	'cycloaddition'@en	'glycobiology'@en	'visualization'@en	1400.0	1400.0	1400.0	1400.0	1400.0	550498180.0	550498180.0	550498180.0	550498180.0	550498180.0	8093.0	0.9161	0.24	Rio Blanco County
cluster_0_0_0_3_3_5_5_5_115	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'bioluminescence'@en	'carbon nanotube'@en	'cycloaddition'@en	'glycobiology'@en	'visualization'@en	1400.0	1400.0	1400.0	1400.0	1400.0	550498180.0	550498180.0	550498180.0	550498180.0	550498180.0	8095.0	1	0.548	Rio Grande County
cluster_0_0_0_3_3_5_5_5_115	'Stanford University'@en	Q41506	37.4282293	-122.1688576	1891.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'bioluminescence'@en	'carbon nanotube'@en	'cycloaddition'@en	'glycobiology'@en	'visualization'@en	1400.0	1400.0	1400.0	1400.0	1400.0	550498180.0	550498180.0	550498180.0	550498180.0	550498180.0	8097.0	0.979	0.766	Routt County
cluster_0_0_0_8_18_29_38_158_317	'St. Jude Children\'s Research Hospital'@en	Q1164246	35.15291667	-90.04305556	1962.0	'St. Jude Children\'s Research Hospital'@en	Q1164246	35.15291667	-90.04305556	1962.0	657.8843930635838	'dexamethasone'@en	'hospitalization'@en	'resuscitation'@en	'sibling'@en	'Mixed lineage kinase domain-like'@en	1392.0	1392.0	1392.0	1392.0	1110.0	1958502240.0	1958502240.0	1958502240.0	1958502240.0	2997865002.0	8099.0	0.7019	0.236	Saguache County
cluster_0_1_1_12_29_50_67_108_558	'New York University School of Medicine'@en	Q3100195	40.7421	-73.9744	1841.0	'NYU Langone Medical Center'@en	Q6956114	40.741969	-73.974033	1841.0	1069.0	'leukemia'@en	'DNA damage'@en	'cell biology'@en	'genome stability'@en	'single cell transcriptomics'@en	1388.0	1200.0	1200.0	1200.0	1200.0	568266520.0	713299358.0	713299358.0	713299358.0	713299358.0	8101.0	0.9628	0.608	San Juan County
cluster_0_1_4_7_9_12_154_281_1215	'The Alfred Hospital'@en	Q7713086	-37.8461	144.9827	1871.0	'Jessie McPherson Private Hospital'@en	Q14935171	-37.9194	145.1214	1930.0	657.8843930635838	'Australia'@en	'cardiovascular disease'@en	'heart failure'@en	'type 2 diabetes'@en	'circulatory system'@en	1378.0	848.0	848.0	742.0	636.0	11725407512.0	7215635392.0	7215635392.0	6313680968.0	5411726544.0	8103.0	0.7244	0.591	San Miguel County
cluster_0_0_2_2_6_8_17_46_473	'University of Chicago'@en	Q131252	41.789722222222	-87.599722222222	1890.0	'University of Chicago Medical Center'@en	Q7895258	41.78952778	-87.60447222	1898.0	811.0	'imputation'@en	'microRNA'@en	'transcriptome'@en	'RNA sequencing'@en	'microRNA'@en	1376.0	1376.0	1290.0	1032.0	1032.0	643448640.0	643448640.0	263368980.0	210695184.0	210695184.0	8105.0	0.9886	0.29	Sedgwick County
cluster_0_0_2_2_6_8_17_46_473	'Vanderbilt University'@en	Q29052	36.148649	-86.804972	1873.0	'University of Chicago Medical Center'@en	Q7895258	41.78952778	-87.60447222	1898.0	811.0	'imputation'@en	'microRNA'@en	'East Asians'@en	'biomarker'@en	'colorectal cancer'@en	1376.0	1376.0	1274.0	1274.0	1274.0	643448640.0	643448640.0	933314564.0	933314564.0	933314564.0	8107.0	0.9596	0.495	Summit County
cluster_0_0_0_5_30_78_163_316_1535	'Cleveland Clinic'@en	Q4117596	41.5024	-81.6176	1921.0	'Cleveland Clinic'@en	Q4117596	41.5024	-81.6176	1921.0	1440.0	'leukemia'@en	'Adenoviridae'@en	'West Nile virus'@en	'molecular biology'@en	'virology'@en	1365.0	1092.0	819.0	819.0	819.0	1085116305.0	868093044.0	651069783.0	651069783.0	651069783.0	8109.0	0.8003	0.203	Teller County
cluster_0_0_2_1_19_31_45_398_1571	'Johns Hopkins School of Medicine'@en	Q858729	39.2989	-76.5942	1893.0	'Johns Hopkins Hospital'@en	Q1472068	39.2974	-76.5924	1889.0	1059.0	'macromolecule'@en	'ovarian cancer'@en	'pathology'@en	'visualization'@en	'genome-wide association study'@en	1360.0	1360.0	1360.0	1360.0	28350.0	481440000.0	481440000.0	481440000.0	481440000.0	22678228890.0	8111.0	0.6552	0.288	Washington County
cluster_0_0_0_8_14_59_89_320_1317	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'Purkinje cell'@en	'matrix-assisted laser desorption/ionization'@en	'medulloblastoma'@en	'Dicer 1, ribonuclease III'@en	'Eukaryotic translation initiation factor 3 subunit A'@en	1353.0	1353.0	1353.0	1332.0	1332.0	882950910.0	882950910.0	882950910.0	2763471096.0	2763471096.0	8113.0	0.7115	0.522	Weld County
cluster_0_0_0_3_12_20_27_42_1351	'European Bioinformatics Institute'@en	Q1341845	52.079889	0.186356	1992.0	'Saffron Walden Community Hospital'@en	Q26490772	52.024293	0.257756		657.8843930635838	'database'@en	'knowledge base'@en	'bioinformatics'@en	'data sharing'@en	'Anopheles gambiae'@en	1353.0	1107.0	738.0	738.0	615.0	605436381.0	495357039.0	330238026.0	330238026.0	275198355.0	8115.0	0.8243	0.243	Yuma County
cluster_0_0_0_8_10_15_24_63_116	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'Chemokine (C-X-C motif) ligand 8a'@en	'DNA methylation'@en	'Huntington disease'@en	'Photoreceptor protein'@en	'biomechanics'@en	1344.0	1344.0	1344.0	1344.0	1344.0	1796941384.0	1796941384.0	1796941384.0	1796941384.0	1796941384.0	8117.0	0.8957	0.682	Fairfield County
cluster_0_0_2_2_2_3_3_3_12	'Fox Chase Cancer Center'@en	Q5476635	40.0718	-75.0902	1904.0	'Fox Chase Cancer Center'@en	Q5476635	40.0718	-75.0902	1904.0	657.8843930635838	'spouse'@en	'teenager'@en	'HIV'@en	'Internet'@en	'behavioral intervention'@en	1340.0	1340.0	670.0	670.0	670.0	474314668.0	474314668.0	237157334.0	237157334.0	237157334.0	8119.0	0.8689	0.358	Hartford County
cluster_0_0_0_3_12_19_26_39_990	'University of California, Berkeley'@en	Q168756	37.87	-122.259	1868.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'Dicer 1, ribonuclease III'@en	'Eukaryotic translation initiation factor 3 subunit A'@en	'SARS-CoV-2'@en	'TARBP2 subunit of RISC loading complex'@en	'Zika virus infection'@en	1332.0	1332.0	1332.0	1332.0	1146.0	2763471096.0	2763471096.0	2763471096.0	2763471096.0	9105396024.0	8121.0	0.8225	0.182	Litchfield County
cluster_0_0_0_3_12_19_26_39_990	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'Dicer 1, ribonuclease III'@en	'Eukaryotic translation initiation factor 3 subunit A'@en	'SARS-CoV-2'@en	'TARBP2 subunit of RISC loading complex'@en	'deep learning'@en	1332.0	1332.0	1332.0	1332.0	1056.0	2763471096.0	2763471096.0	2763471096.0	2763471096.0	900650784.0	8123.0	0.9532	0.677	Middlesex County
cluster_0_0_0_5_34_72_112_311_1072	'University of Chicago'@en	Q131252	41.789722222222	-87.599722222222	1890.0	'University of Chicago Medical Center'@en	Q7895258	41.78952778	-87.60447222	1898.0	811.0	'transcriptome'@en	'RNA sequencing'@en	'microRNA'@en	'natural language processing'@en	'pulmonary fibrosis'@en	1290.0	1032.0	1032.0	1032.0	1032.0	263368980.0	210695184.0	210695184.0	210695184.0	210695184.0	8125.0	0.9866	0.313	New Haven County
cluster_0_0_0_5_34_72_112_311_1072	'Columbia University'@en	Q49088	40.8075	-73.961944444444	1754.0	'University of Chicago Medical Center'@en	Q7895258	41.78952778	-87.60447222	1898.0	811.0	'transcriptome'@en	'SARS-CoV-2'@en	'diagnosis'@en	'RNA sequencing'@en	'microRNA'@en	1290.0	1160.0	1160.0	1032.0	1032.0	263368980.0	889311680.0	889311680.0	210695184.0	210695184.0	9001.0	0.9932	0.707	New London County
cluster_0_1_3_11_25_81_158_385_1162	'New York University'@en	Q49210	40.73	-73.995	1831.0	'St. John\'s Episcopal Hospital'@en	Q22061077	40.725656	-73.991794		657.8843930635838	'DNA methylation'@en	'urbanization'@en	'colorectal cancer'@en	'eating disorder'@en	'DNA design'@en	1284.0	963.0	642.0	642.0	321.0	120921984.0	90691488.0	60460992.0	60460992.0	30230496.0	9003.0	0.9904	0.675	Tolland County
cluster_0_1_3_11_25_81_158_385_1162	'Yale School of Nursing'@en	Q8047427	41.2995	-72.9303	1923.0	'St. John\'s Episcopal Hospital'@en	Q22061077	40.725656	-73.991794		657.8843930635838	'DNA methylation'@en	'urbanization'@en	'colorectal cancer'@en	'eating disorder'@en	'DNA design'@en	1284.0	963.0	642.0	642.0	321.0	120921984.0	90691488.0	60460992.0	60460992.0	30230496.0	9005.0	0.9914	0.641	Windham County
cluster_0_0_2_2_11_1_15_35_54	'Vanderbilt University'@en	Q29052	36.148649	-86.804972	1873.0	'Children’s Hospital at TriStar Centennial'@en	Q50037130	36.153508	-86.807237		657.8843930635838	'East Asians'@en	'biomarker'@en	'colorectal cancer'@en	'COVID-19'@en	'African clawed frog'@en	1274.0	1274.0	1274.0	1220.0	1104.0	933314564.0	933314564.0	933314564.0	304418344.0	768982178.0	9007.0	0.994	0.631	Kent County
cluster_0_1_1_12_27_61_92_148_513	'Stanford University'@en	Q41506	37.4282293	-122.1688576	1891.0	'Stanford University Medical Center'@en	Q7598810	37.434	-122.175	1959.0	613.0	'Histone acetyltransferase YNG2 YHR090C'@en	'Lysine methyltransferase 5B'@en	'PHD finger protein 19'@en	'Pho23p YNL097C'@en	'Yng1p YOR064C'@en	1272.0	1272.0	1272.0	1272.0	1272.0	670756128.0	670756128.0	670756128.0	670756128.0	670756128.0	9009.0	0.9977	0.661	New Castle County
cluster_0_1_3_9_13_56_81_128_234	'Baylor College of Medicine'@en	Q2892284	29.7105	-95.3965	1900.0	'University of Texas MD Anderson Cancer Center'@en	Q1525831	29.7078	-95.3975	1941.0	507.0	'leukemia'@en	'Capicua transcriptional repressor'@en	'deep brain stimulation'@en	'neurodevelopmental disorder'@en	'Drosophila'@en	1270.0	1204.0	1204.0	1204.0	903.0	1342336660.0	803659888.0	803659888.0	803659888.0	602744916.0	9011.0	0.9881	0.71	Sussex County
cluster_0_1_1_12_27_47_75_129_446	'Yale University'@en	Q49112	41.311111111111	-72.926666666667	1701.0	'Smilow Cancer Hospital'@en	Q50037095	41.304278	-72.935676	2009.0	657.8843930635838	'Acinetobacter baumannii'@en	'Analysis of deletion breakpoints from 1,092 humans reveals details of mutation mechanisms.'@en	'Ascaris suum'@en	'Bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase YER069W'@en	'Candida albicans'@en	1260.0	1260.0	1260.0	1260.0	1260.0	1557141417.0	1557141417.0	1557141417.0	1557141417.0	1557141417.0	9013.0	0.9735	0.736	Alachua County
cluster_0_1_4_7_9_16_129_368_1416	'Massachusetts General Hospital'@en	Q126412	42.362805555556	-71.068630555556	1811.0	'Massachusetts General Hospital'@en	Q126412	42.362805555556	-71.068630555556	1811.0	1034.0	'Innate immunity activator'@en	'biobank'@en	'collaboration'@en	'congenital disorder'@en	'imputation'@en	1260.0	1260.0	1260.0	1260.0	1260.0	1007921284.0	1007921284.0	1007921284.0	1007921284.0	1007921284.0	9015.0	0.9962	0.586	Baker County
cluster_0_0_2_2_11_18_25_38_61	'University of Pennsylvania'@en	Q49117	39.953885	-75.193048	1740.0	'Hospital of the University of Pennsylvania'@en	Q5908783	39.95	-75.1936	1874.0	776.0	'susceptibility locus'@en	'patient'@en	'cell biology'@en	'cell line'@en	'xenograft'@en	1246.0	1068.0	960.0	890.0	890.0	365581384.0	313355472.0	389899200.0	261129560.0	261129560.0	10001.0	0.9626	0.733	Bay County
cluster_0_1_1_6_8_11_73_331_1530	'University of Washington'@en	Q219563	47.65416666666667	-122.3080555555556	1861.0	'University of Washington Medical Center'@en	Q7896576	47.6489232	-122.3065945	1959.0	570.0	'pharmacogenomics'@en	'mast cells'@en	'mechanical ventilation'@en	'nanoparticle'@en	'decision support system'@en	1242.0	1158.0	1158.0	1158.0	1104.0	10756962.0	459674238.0	459674238.0	459674238.0	9561744.0	10003.0	0.9796	0.788	Bradford County
cluster_0_1_4_7_21_36_48_179_464	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Spaulding Hospital'@en	Q30270420	42.375748	-71.107052		657.8843930635838	'case study'@en	'cell biology'@en	'copper'@en	'drinking water'@en	'ethylene oxide'@en	1240.0	1240.0	1240.0	1240.0	1240.0	1581880400.0	1581880400.0	1581880400.0	1581880400.0	1581880400.0	10005.0	0.9861	0.658	Brevard County
cluster_0_0_0_5_15_24_137_278_643	'Vanderbilt University'@en	Q29052	36.148649	-86.804972	1873.0	'Children’s Hospital at TriStar Centennial'@en	Q50037130	36.153508	-86.807237		657.8843930635838	'COVID-19'@en	'African clawed frog'@en	'Ubiquitin protein ligase E3A'@en	'autophagy'@en	'endothelium'@en	1220.0	1104.0	1104.0	1104.0	1104.0	304418344.0	768982178.0	768982178.0	768982178.0	768982178.0	11001.0	0.9796	0.658	Broward County
cluster_0_0_2_2_2_3_3_3_157	'Brigham and Women\'s Hospital'@en	Q2900977	42.33615277777778	-71.10683333333333	1980.0	'Brigham and Women\'s Hospital'@en	Q2900977	42.33615277777778	-71.10683333333333	1980.0	793.0	'cardiovascular disease'@en	'circulatory system'@en	'metabolic syndrome'@en	'type 2 diabetes'@en	'Cardiovascular disease in women'@en	1211.0	865.0	865.0	865.0	692.0	395230437.0	282307455.0	282307455.0	282307455.0	225845964.0	12001.0	0.8639	0.574	Calhoun County
cluster_0_1_4_10_22_58_155_301_709	'Baylor College of Medicine'@en	Q2892284	29.7105	-95.3965	1900.0	'Baylor College of Medicine'@en	Q2892284	29.7105	-95.3965	1900.0	657.8843930635838	'Capicua transcriptional repressor'@en	'deep brain stimulation'@en	'neurodevelopmental disorder'@en	'Drosophila'@en	'MECP2'@en	1204.0	1204.0	1204.0	903.0	903.0	803659888.0	803659888.0	803659888.0	602744916.0	602744916.0	12003.0	0.8448	0.391	Charlotte County
cluster_0_1_1_12_27_47_75_129_972	'Broad Institute'@en	Q4971893	42.3679	-71.087		'Massachusetts Eye and Ear Infirmary'@en	Q6784269	42.3607	-71.07	1824.0	41.0	'corpus striatum'@en	'database'@en	'information system'@en	'multiple sclerosis'@en	'ovarian cancer'@en	1200.0	1200.0	1200.0	1200.0	1200.0	855940148.0	855940148.0	855940148.0	855940148.0	855940148.0	12005.0	0.9393	0.694	Citrus County
cluster_0_1_1_12_27_47_75_119_450	'New York University School of Medicine'@en	Q3100195	40.7421	-73.9744	1841.0	'NYU Langone Medical Center'@en	Q6956114	40.741969	-73.974033	1841.0	1069.0	'DNA damage'@en	'cell biology'@en	'genome stability'@en	'single cell transcriptomics'@en	'telomere length'@en	1200.0	1200.0	1200.0	1200.0	1200.0	713299358.0	713299358.0	713299358.0	713299358.0	713299358.0	12007.0	0.5327	0.273	Clay County
cluster_0_0_0_3_12_20_27_233_494	'Albert Einstein College of Medicine'@en	Q2030894	40.850852	-73.844949	1955.0	'Calvary Hospital, Bronx'@en	Q5024190	40.847986	-73.843853	1899.0	225.0	'schizophrenia'@en	'BH3 interacting domain death agonist'@en	'Bcl-xL'@en	'Chemical modulation of chaperone-mediated autophagy by retinoic acid derivatives.'@en	'Fanconi syndrome'@en	1188.0	1149.0	1149.0	1149.0	1149.0	748607508.0	563313135.0	563313135.0	563313135.0	563313135.0	12009.0	0.9951	0.776	Collier County
