id	node1	label	node2	node2;coor	node2;label
	cluster_0_0_2_3_22_120_2296	member	QNIHPER7745410	@29.64833/-82.34944	'University of Florida'@en
	cluster_0_0_2_3_22_120_2296	member	QNIHPER2190847	@25.721644/-80.279267	'University of Miami'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1877057	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1944162	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER1877365	@43.128333/-77.628333	'University of Rochester'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER1911386	@43.128333/-77.628333	'University of Rochester'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER1877638	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER8228699	@32.865437/-117.253626	'Scripps Institution of Oceanography'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER1950624	@32.865437/-117.253626	'Scripps Institution of Oceanography'@en
	cluster_0_0_2_3_24_128_2066	member	QNIHPER1890462	@49.657777777778/-1.4844444444444	'Maupertus-sur-Mer'@en
	cluster_0_0_3_6_11_35_1298	member	QNIHPER9880572	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER7924983	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_2_3_24_142_2101	member	QNIHPER1877772	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_2_3_24_142_2101	member	QNIHPER2210736	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_3_6_11_74_871	member	QNIHPER1877777	@41.8746/-87.6688	'Rush University'@en
	cluster_0_0_3_6_11_74_307	member	QNIHPER1903517	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_3_6_11_74_307	member	QNIHPER6796773	@41.871889/-87.64925	'University of Illinois at Chicago'@en
	cluster_0_0_2_3_23_85_705	member	QNIHPER1877818	@35.787222222222/-78.670555555556	'North Carolina State University'@en
	cluster_0_0_2_3_23_85_705	member	QNIHPER1901846	@35.908611111111/-79.049166666667	'University of North Carolina at Chapel Hill'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER1924351	@41.303245363975/-72.933871811889	'Yale School of Medicine'@en
	cluster_0_0_3_5_28_12_2311	member	QNIHPER1878070	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_5_28_12_2311	member	QNIHPER1882597	@34.07222222222222/-118.44416666666666	'University of California, Los Angeles'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER1882933	@42.3366/-71.1094	'Beth Israel Deaconess Medical Center'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER1878142	@41.303245363975/-72.933871811889	'Yale School of Medicine'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER6699960	@33.64535/-117.84264166667	'University of California, Irvine'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER8409004	@32.784166666667/-79.950833333333	'Medical University of South Carolina'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1878144	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER8732165	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER1880702	@41.303245363975/-72.933871811889	'Yale School of Medicine'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER1878588	@41.661666666667/-91.536388888889	'University of Iowa'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER2452051	@41.662439/-91.548881	'University of Iowa Health Care'@en
	cluster_0_0_3_6_7_21_2295	member	QNIHPER1878773	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_3_6_7_21_2295	member	QNIHPER6937957	@55.705833333333/13.193333333333	'Lund University'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER1878789	@38.9875/-76.94	'University of Maryland'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER8610034	@41.657/-91.549	'University of Iowa Children\'s Hospital'@en
	cluster_0_0_2_3_24_103_2283	member	QNIHPER1878892	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_3_24_103_1363	member	QNIHPER2204829	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_3_22_129_391	member	QNIHPER1879138	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_3_5_15_119_1510	member	QNIHPER1879476	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_5_15_119_520	member	QNIHPER9205867	@42.447222222222/-76.483055555556	'Cornell University'@en
	cluster_0_0_2_3_24_142_1879	member	QNIHPER1879572	@42.335743/-71.105138	'Harvard Medical School'@en
	cluster_0_0_2_3_24_142_1879	member	QNIHPER8148663	@42.335743/-71.105138	'Harvard Medical School'@en
	cluster_0_0_2_3_24_142_1879	member	QNIHPER7554725	@42.33615277777778/-71.10683333333333	'Brigham and Women\'s Hospital'@en
	cluster_0_0_3_5_15_45_1634	member	QNIHPER1879584	@40.850852/-73.844949	'Albert Einstein College of Medicine'@en
	cluster_0_0_3_5_15_45_215	member	QNIHPER8454082	@51.511944444444/-0.11611111111111	'King\'s College London'@en
	cluster_0_0_2_3_24_124_1780	member	QNIHPER1879807	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1880072	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER9384640	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_2_3_24_103_2283	member	QNIHPER1880194	@37.43444444/-122.17611111	'Stanford University School of Medicine'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER1880416	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER9105639	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER1880468	@29.506/-98.576	'University of Texas Health Science Center at San Antonio'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER8769887	@35.208611111111/-97.445833333333	'University of Oklahoma'@en
	cluster_0_0_3_5_30_15_2185	member	QNIHPER1880492	@42.338/-71.1072	'Dana–Farber Cancer Institute'@en
	cluster_0_0_3_6_11_102_1932	member	QNIHPER1880557	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_3_6_21_77_1397	member	QNIHPER1880769	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_6_21_77_1397	member	QNIHPER9285948	@40.443322/-79.943583	'Carnegie Mellon University'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER1881040	@34.021667/-118.285278	'University of Southern California'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER1884579	@40.7625/-73.955555555556	'The Rockefeller University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER1881053	@38.900833333333/-77.050833333333	'George Washington University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER8831759	@31.5472/-97.1139	'Baylor University'@en
	cluster_0_0_3_6_7_21_2295	member	QNIHPER1944995	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_3_24_142_1879	member	QNIHPER1881111	@51.533979833333/9.93792	'University of Göttingen'@en
	cluster_0_0_2_3_24_142_1879	member	QNIHPER9738685	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_6_7_2_1905	member	QNIHPER1881287	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_3_6_7_2_1975	member	QNIHPER2098815	@38.035555555556/-78.503333333333	'University of Virginia'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1881336	@38.035555555556/-78.503333333333	'University of Virginia'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER3105734	@33.421111111111/-111.93166666667	'Arizona State University'@en
	cluster_0_0_3_5_28_54_1130	member	QNIHPER1881371	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_3_5_28_54_1130	member	QNIHPER1886770	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER8826783	@41.826167/-71.40325	'Brown University'@en
	cluster_0_0_3_5_30_82_1373	member	QNIHPER1881530	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_5_30_82_1373	member	QNIHPER8080772	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER1881553	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER6876032	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER9421812	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER1887350	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_14_8_259	member	QNIHPER8801360	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_9_93_624	member	QNIHPER1881790	@29.7078/-95.3975	'University of Texas MD Anderson Cancer Center'@en
	cluster_0_0_2_2_9_93_624	member	QNIHPER1899489	@44.0212907/-92.4670279	'Mayo Medical School'@en
	cluster_0_0_2_2_9_93_624	member	QNIHPER8268311	@40.7641/-73.9568	'Memorial Sloan Kettering Cancer Center'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER1881890	@43.7083/-72.2871	'Geisel School of Medicine'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER8442493	@53.465555555556/-2.2336111111111	'University of Manchester'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER1881954	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER8065107	@42.35982/-71.09211	'Massachusetts Institute of Technology'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER1928627	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER7265623	@37.87/-122.259	'University of California, Berkeley'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER9245843	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_3_6_7_21_1018	member	QNIHPER7936233	@34.075198/-118.380676	'Cedars-Sinai Medical Center'@en
	cluster_0_0_3_6_7_2_1905	member	QNIHPER1882204	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_3_6_7_2_1975	member	QNIHPER8279614	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER1882206	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER6263787	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_3_24_142_2101	member	QNIHPER1882211	@39.0012/-77.0859	'Uniformed Services University of the Health Sciences'@en
	cluster_0_0_2_3_24_142_2101	member	QNIHPER3061403	@35.908611111111/-79.049166666667	'University of North Carolina'@en
	cluster_0_0_3_5_28_70_69	member	QNIHPER1882236	@40.0047/-75.1522	'Temple University School of Medicine'@en
	cluster_0_0_3_5_28_70_69	member	QNIHPER8415846	@32.812096/-96.84016	'University of Texas Southwestern Medical Center'@en
	cluster_0_0_2_3_23_85_752	member	QNIHPER1882273	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_3_23_85_752	member	QNIHPER7348659	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_2_14_8_1227	member	QNIHPER1882340	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_2_2_14_8_1227	member	QNIHPER6458355	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_2_2_14_8_1227	member	QNIHPER1954384	@39.743461/-105.003119	'University of Colorado Denver'@en
	cluster_0_0_3_6_11_74_307	member	QNIHPER1882591	@42.36566/-71.25974	'Brandeis University'@en
	cluster_0_0_3_6_11_74_871	member	QNIHPER1894863	@37.87/-122.259	'University of California, Berkeley'@en
	cluster_0_0_3_5_28_12_2311	member	QNIHPER1889076	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_3_5_28_12_2311	member	QNIHPER1889051	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_5_28_12_2311	member	QNIHPER6872358	@41.311111111111/-72.926666666667	'Yale University'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER1900177	@41.662439/-91.548881	'University of Iowa Health Care'@en
	cluster_0_0_3_5_30_15_2185	member	QNIHPER1885134	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER1965067	@42.3679/-71.087	'Broad Institute'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER9745098	@42.3679/-71.087	'Broad Institute'@en
	cluster_0_0_3_5_30_82_1616	member	QNIHPER1883049	@34.1375/-118.125	'California Institute of Technology'@en
	cluster_0_0_3_5_30_82_1616	member	QNIHPER2180106	@43.07527778/-89.40972222	'University of Wisconsin–Madison'@en
	cluster_0_0_3_5_30_82_1616	member	QNIHPER1925998	@42.3496/-71.0997	'Boston University'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER1883052	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER1955188	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_5_30_15_1005	member	QNIHPER1883075	@38.035555555556/-78.503333333333	'University of Virginia'@en
	cluster_0_0_3_5_30_15_1005	member	QNIHPER8787899	@38.0323/-78.4986	'University of Virginia Health System'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1883114	@42.335743/-71.105138	'Harvard Medical School'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER6625336	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER9045542	@42.33615277777778/-71.10683333333333	'Brigham and Women\'s Hospital'@en
	cluster_0_0_2_2_9_125_1867	member	QNIHPER1964087	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER1883188	@36.135/-80.277	'Wake Forest University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER7696685	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1883247	@42.054853/-87.673945	'Northwestern University'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER7643261	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_6_11_74_871	member	QNIHPER1883354	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_6_11_74_307	member	QNIHPER1893961	@39.9527/-75.2033	'University of Pennsylvania School of Dental Medicine'@en
	cluster_0_0_3_6_7_2_843	member	QNIHPER1883432	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_3_6_7_2_2378	member	QNIHPER9835713	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1883638	@38.637/-90.2646	'Washington University School of Medicine'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER7555477	@39.141/-84.502	'Cincinnati Children\'s Hospital Medical Center'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER1883700	@29.64833/-82.34944	'University of Florida'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER8866849	@38.9975/-77.10194444444444	'National Institutes of Health'@en
	cluster_0_0_3_6_21_33_859	member	QNIHPER1883759	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_3_5_30_82_1373	member	QNIHPER1883776	@41.311111111111/-72.926666666667	'Yale University'@en
	cluster_0_0_3_5_30_82_1373	member	QNIHPER7871103	@41.303245363975/-72.933871811889	'Yale School of Medicine'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER1883811	@40.7645/-73.9541	'Weill Cornell Medicine'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER9234739	@40.7645/-73.9541	'Weill Cornell Medicine'@en
	cluster_0_0_3_5_15_119_520	member	QNIHPER1883862	@40.7645/-73.9541	'Weill Cornell Medicine'@en
	cluster_0_0_3_5_15_119_1510	member	QNIHPER3210235	@40.7625/-73.955555555556	'The Rockefeller University'@en
	cluster_0_0_3_5_30_82_1592	member	QNIHPER1883904	@34.7494/-92.32	'University of Arkansas for Medical Sciences'@en
	cluster_0_0_3_5_30_82_1592	member	QNIHPER9971869	@41.256/-95.9758	'University of Nebraska Medical Center'@en
	cluster_0_0_2_3_24_142_2101	member	QNIHPER1967862	@43.703333333333/-72.288333333333	'Dartmouth College'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER1884084	@38.033333333333/-84.5	'University of Kentucky'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER8682143	@38.033333333333/-84.5	'University of Kentucky'@en
	cluster_0_0_3_6_7_31_2272	member	QNIHPER1884095	@40.424/-86.929	'Purdue University'@en
	cluster_0_0_3_6_7_31_2272	member	QNIHPER1963250	@38.9329/-76.9978	'The Catholic University of America'@en
	cluster_0_0_3_6_7_31_2272	member	QNIHPER1938858	@38.648/-90.305	'Washington University in St. Louis'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1891549	@40.7625/-73.955555555556	'The Rockefeller University'@en
	cluster_0_0_3_5_30_82_1373	member	QNIHPER1884164	@39.7391/-104.942	'National Jewish Health'@en
	cluster_0_0_3_5_30_82_1373	member	QNIHPER6139279	@42.026194444444/-93.648444444444	'Iowa State University'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER1884203	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1884212	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER7353710	@31.5472/-97.1139	'Baylor University'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER1884215	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER8899590	@43.703333333333/-72.288333333333	'Dartmouth College'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER1899887	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_6_11_74_307	member	QNIHPER1884405	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_3_6_11_74_871	member	QNIHPER8732081	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_3_5_15_50_911	member	QNIHPER1884519	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_5_15_50_911	member	QNIHPER2185039	@43.0414/-76.1397	'State University of New York Upstate Medical University'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER1884646	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER6981458	@42.447222222222/-76.483055555556	'Cornell University'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER7551767	@42.3496/-71.0997	'Boston University'@en
	cluster_0_0_2_2_9_93_624	member	QNIHPER1884949	@40.8075/-73.961944444444	'Columbia University'@en
	cluster_0_0_2_3_24_124_1780	member	QNIHPER1885016	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_3_24_124_1780	member	QNIHPER7927589	@42.336267/-71.072344	'Boston University School of Medicine'@en
	cluster_0_0_3_6_11_74_802	member	QNIHPER6099561	@33.5/-86.8075	'University of Alabama at Birmingham'@en
	cluster_0_0_3_5_30_15_2185	member	QNIHPER1887703	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER1885208	@40.7625/-73.955555555556	'The Rockefeller University'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER1894054	@40.501666666667/-74.448055555556	'Rutgers University'@en
	cluster_0_0_3_6_11_35_1321	member	QNIHPER1885529	@32.812096/-96.84016	'University of Texas Southwestern Medical Center'@en
	cluster_0_0_3_6_11_35_364	member	QNIHPER1888509	@40/-83.0125	'Ohio State University'@en
	cluster_0_0_3_6_11_35_364	member	QNIHPER8576769	@33.791111111111/-84.323333333333	'Emory University'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1885536	@35.908611111111/-79.049166666667	'University of North Carolina at Chapel Hill'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1886039	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1885588	@32.9012/-117.242	'Sanford Burnham Prebys Medical Discovery Institute'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER3053232	@37.87/-122.259	'University of California, Berkeley'@en
	cluster_0_0_3_6_7_13_53	member	QNIHPER1885608	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_3_6_7_13_53	member	QNIHPER1900861	@39.286363/-76.590145	'Johns Hopkins Medicine'@en
	cluster_0_0_3_6_7_13_1976	member	QNIHPER1885675	@47.6277525/-122.33067301841714	'Fred Hutchinson Cancer Research Center'@en
	cluster_0_0_3_6_7_31_2272	member	QNIHPER1885680	@39.289032/-76.625685	'University of Maryland School of Medicine'@en
	cluster_0_0_3_6_7_31_2272	member	QNIHPER7933850	@41.311111111111/-72.926666666667	'Yale University'@en
	cluster_0_0_3_6_7_31_2272	member	QNIHPER8861423	@39.289032/-76.625685	'University of Maryland School of Medicine'@en
	cluster_0_0_3_6_7_31_2272	member	QNIHPER1891011	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_3_24_142_280	member	QNIHPER9354223	@29.7105/-95.3965	'Baylor College of Medicine'@en
	cluster_0_0_2_3_24_142_280	member	QNIHPER7795533	@34.1375/-118.125	'California Institute of Technology'@en
	cluster_0_0_3_5_15_50_2276	member	QNIHPER1885809	@29.7105/-95.3965	'Baylor College of Medicine'@en
	cluster_0_0_3_5_15_50_2276	member	QNIHPER9812009	@29.7105/-95.3965	'Baylor College of Medicine'@en
	cluster_0_0_3_5_15_50_2276	member	QNIHPER8551992	@29.7105/-95.3965	'Baylor College of Medicine'@en
	cluster_0_0_3_5_30_15_1065	member	QNIHPER1885859	@29.7078/-95.3975	'University of Texas MD Anderson Cancer Center'@en
	cluster_0_0_3_5_30_15_1065	member	QNIHPER6579040	@32.985/-96.75	'University of Texas at Dallas'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER1885894	@41.311111111111/-72.926666666667	'Yale University'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER7117807	@41.7315/-72.7908	'University of Connecticut Health Center'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER2414701	@40.73/-73.995	'New York University'@en
	cluster_0_0_3_6_11_74_871	member	QNIHPER1885941	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_3_6_11_74_307	member	QNIHPER8668765	@40.7895/-73.9538	'Icahn School of Medicine at Mount Sinai'@en
	cluster_0_0_3_6_21_40_623	member	QNIHPER1886105	@40.765/-111.85	'University of Utah'@en
	cluster_0_0_3_6_21_40_1456	member	QNIHPER8018082	@40.765/-111.85	'University of Utah'@en
	cluster_0_0_3_5_30_82_1592	member	QNIHPER1886234	@35.787222222222/-78.670555555556	'North Carolina State University'@en
	cluster_0_0_3_5_30_82_1592	member	QNIHPER7999157	@35.787222222222/-78.670555555556	'North Carolina State University'@en
	cluster_0_0_3_6_7_2_843	member	QNIHPER1886356	@39.9484/-75.1567	'Thomas Jefferson University'@en
	cluster_0_0_3_6_7_2_2378	member	QNIHPER1899490	@33.4717/-81.9889	'Augusta University'@en
	cluster_0_0_2_3_22_129_1039	member	QNIHPER1886552	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_3_22_129_1952	member	QNIHPER7374129	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1886728	@38.648/-90.305	'Washington University in St. Louis'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER7890343	@38.648/-90.305	'Washington University in St. Louis'@en
	cluster_0_0_2_2_9_101_898	member	QNIHPER1886745	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_2_2_9_101_401	member	QNIHPER8306080	@47.6277525/-122.33067301841714	'Fred Hutchinson Cancer Research Center'@en
	cluster_0_0_2_2_9_101_401	member	QNIHPER1896877	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_2_2_9_101_401	member	QNIHPER9282711	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_3_5_28_54_1130	member	QNIHPER1887871	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_3_6_7_21_2295	member	QNIHPER1887032	@36.9914/-122.0609	'University of California, Santa Cruz'@en
	cluster_0_0_3_6_7_21_2295	member	QNIHPER1964208	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_3_6_7_2_843	member	QNIHPER1887117	@33.791111111111/-84.323333333333	'Emory University'@en
	cluster_0_0_3_6_7_2_2378	member	QNIHPER8351749	@33.7528/-84.3861	'Georgia State University'@en
	cluster_0_0_3_5_28_70_1259	member	QNIHPER6683971	@40.4431/-79.9613	'University of Pittsburgh School of Medicine'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER1887276	@42.335743/-71.105138	'Harvard Medical School'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER8256164	@42.3373/-71.106	'Boston Children\'s Hospital'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER1887623	@29.7105/-95.3965	'Baylor College of Medicine'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER1963356	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_14_146_2208	member	QNIHPER1887820	@38.648/-90.305	'Washington University in St. Louis'@en
	cluster_0_0_2_2_14_146_2208	member	QNIHPER1918530	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER1888002	@43.07527778/-89.40972222	'University of Wisconsin–Madison'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER2086485	@44.975277777778/-93.234166666667	'University of Minnesota'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER1888062	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER7062903	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_3_6_7_2_2378	member	QNIHPER1888298	@35.908611111111/-79.049166666667	'University of North Carolina'@en
	cluster_0_0_3_6_7_2_843	member	QNIHPER6931559	@35.908611111111/-79.049166666667	'University of North Carolina at Chapel Hill'@en
	cluster_0_0_2_3_24_128_124	member	QNIHPER1888636	@34.41254/-119.84813	'University of California, Santa Barbara'@en
	cluster_0_0_2_3_24_128_124	member	QNIHPER6130274	@42.35982/-71.09211	'Massachusetts Institute of Technology'@en
	cluster_0_0_2_3_24_128_124	member	QNIHPER2031307	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_3_6_7_2_1905	member	QNIHPER1888864	@41.661666666667/-91.536388888889	'University of Iowa'@en
	cluster_0_0_3_6_7_2_1975	member	QNIHPER1944822	@41.661666666667/-91.536388888889	'University of Iowa'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER1888982	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER2210355	@41.789722222222/-87.599722222222	'University of Chicago'@en
